business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity,permanently_closed,price_level
OPERATIONAL,"{'location': {'lat': 1.368767, 'lng': 124.8336221}, 'viewport': {'northeast': {'lat': 1.370155130291502, 'lng': 124.8348532802915}, 'southwest': {'lat': 1.367457169708498, 'lng': 124.8321553197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Highland Resort & Nature Tours,{'open_now': True},"[{'height': 561, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104739419734388651634"">Highland Resort &amp; Nature Tours</a>'], 'photo_reference': 'AUGGfZk3izZL0HbGfUHD76Gw1aCnjpw-RI0y6pafGQ_DcCJvopM7h0BVDvqeUPAI92MP9FjgWDYsTRlBTgXUgqZvaBgYDgjVUkDy9zLOmrWY8MBx8vt91DXI0ibiVh57HC3jP9QajvU9iJmcGtx-19y-6WApTgNc1lQsY5qvKZW68W2vl9PK', 'width': 1200}]",ChIJ6QcSUuZshzIR-FwHs9z1kTY,"{'compound_code': '9R9M+GC Kinilow, Tomohon City, North Sulawesi, Indonesia', 'global_code': '6QH69R9M+GC'}",4.5,ChIJ6QcSUuZshzIR-FwHs9z1kTY,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",368.0,"Jl. Kimereng Kali RW.Lingk VI, Kinilow",,
OPERATIONAL,"{'location': {'lat': 1.6028934, 'lng': 124.7808866}, 'viewport': {'northeast': {'lat': 1.604196380291502, 'lng': 124.7819489302915}, 'southwest': {'lat': 1.601498419708498, 'lng': 124.7792509697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Cakalang resort and diving,{'open_now': True},"[{'height': 536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107852459774244541188"">Cakalang resort and diving</a>'], 'photo_reference': 'AUGGfZlXOCUeDD5r1bKz2Bn7i_DRm7L_K3Ng7sNBrpu-ATopvMCiYhPFMu-J2vAdOOiMl5hQPtAZtrSiWsmL59YVztqEILtrr43ghKO1kNa0RI_44VC1GmCmi3ZtMX0wKfLEKlT7ocpOvtyLNCz00KJMrxOWVOm3cHks0VwsjSDoQNREw8Kg', 'width': 800}]",ChIJ556cNoKZhzIR3QC11dCftoM,"{'compound_code': 'JQ3J+59 Bunaken, Manado City, North Sulawesi, Indonesia', 'global_code': '6QH6JQ3J+59'}",4.4,ChIJ556cNoKZhzIR3QC11dCftoM,GOOGLE,"['lodging', 'school', 'point_of_interest', 'establishment']",26.0,"Taman Nasional Bunaken, Pangalisan beach, Bunaken",,
OPERATIONAL,"{'location': {'lat': 1.464718, 'lng': 124.827052}, 'viewport': {'northeast': {'lat': 1.466033230291502, 'lng': 124.8283769802915}, 'southwest': {'lat': 1.463335269708498, 'lng': 124.8256790197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Lion Hotel & Plaza Manado,,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102789238861222272076"">Hadi Muljo</a>'], 'photo_reference': 'AUGGfZnNP_Y7btCk-G1_TTCkau31JzrD-MKjs8jDYQ7CoWbKzxcy5WxLx1NZWeK2zJ8DykJv7TxPDO_bsXxwuI0TofAMzKdKf5xhtFIjtBpoczZLqNQQL1VXaW-_fGjYnAWiEa-4-o6jUdSehn0HJCnigd040Uhdibi4pxN9ExSO55OMEP3c', 'width': 3000}]",ChIJWQyb0xZ1hzIR__vR3sbWrQE,"{'compound_code': 'FR7G+VR Sario Tumpaan, Manado City, North Sulawesi, Indonesia', 'global_code': '6QH6FR7G+VR'}",4.1,ChIJWQyb0xZ1hzIR__vR3sbWrQE,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",1876.0,Jalan Piere Tendean No.19,,
OPERATIONAL,"{'location': {'lat': 1.502973, 'lng': 124.8948991}, 'viewport': {'northeast': {'lat': 1.504321980291502, 'lng': 124.8962480802915}, 'southwest': {'lat': 1.501624019708498, 'lng': 124.8935501197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Novotel Manado Golf Resort & Convention Center,,"[{'height': 2388, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114755437253621016961"">Novotel Manado Golf Resort &amp; Convention Center</a>'], 'photo_reference': 'AUGGfZl3spqdNIdEbJdZD0OEnEf6upccsKuHwfdRoakU-cUFDboLV5UdQP-pJaDOhKU9c0MuMJ38_7DPMskguUfklRJxDrahZ1KLxsVknelZ-8dRyYrdq3xl4s2JsGvBwBzwi61RCsNsLw6VloKww8ErKL0wOG-pa4vObfYuwC3uaNdqVbbt', 'width': 4944}]",ChIJ53oI6IIKhzIRwK6O-anlJGs,,4.7,ChIJ53oI6IIKhzIRwK6O-anlJGs,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",5872.0,"GV3V+6V, Jalan A.A. Maramis, Kayuwatu, Kairagi Dua",,
OPERATIONAL,"{'location': {'lat': 1.620127, 'lng': 124.7648385}, 'viewport': {'northeast': {'lat': 1.621470180291502, 'lng': 124.7661878802915}, 'southwest': {'lat': 1.618772219708498, 'lng': 124.7634899197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Happy Gecko Dive Resort,,"[{'height': 774, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111981749928126232590"">Happy Gecko Dive Resort (Cicak Senang)</a>'], 'photo_reference': 'AUGGfZk1nS0CJ4nSJmt2V5dmHzIUy3m9BFatSrQmNaS6bmB4kXIilb-Ijaro1SGUf2A4YwFpv8mHrQMbAD0gqPB1ZHshWX1ll1I2oDq5Znf0CdTX89Xb5S7Y_ejwuzuFA0JL04Kp9yoV_BuztAm0yY24E8GmK1hNL4W285DJ2WIBoEPGlKHy', 'width': 1032}]",ChIJaeVBvBmahzIR40sSg5yoNRI,"{'compound_code': 'JQC7+3W Bunaken, Manado City, North Sulawesi, Indonesia', 'global_code': '6QH6JQC7+3W'}",4.8,ChIJaeVBvBmahzIR40sSg5yoNRI,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",58.0,"Taman Nasional Bunaken, Liang Beach, Pulau, Bunaken",,
OPERATIONAL,"{'location': {'lat': 1.4851554, 'lng': 124.8386709}, 'viewport': {'northeast': {'lat': 1.486487880291502, 'lng': 124.8400537802915}, 'southwest': {'lat': 1.483789919708498, 'lng': 124.8373558197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Quint Hotel,{'open_now': True},"[{'height': 2048, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112646215142588738455"">Quint Hotel</a>'], 'photo_reference': 'AUGGfZmikpcD5MhwbB0-Iucn5DjDsyRTKB2AweVVHqOH-Bxk0_U6m_kWA_-oBCqj39AwcPxb6oxUbBF7vyfG0XW-wevqlMUyca55AyVwfDDMMn33FK1ljLJJ0AvJOu98hF4IsLR9rbpWKyk6ZKSLIgVzPuKAbtpzjP88KHEw5t_Xi2rtuHIa', 'width': 2048}]",ChIJKxmAoBV1hzIR4Xn6mFniraE,"{'compound_code': 'FRPQ+3F North Wenang, Manado City, North Sulawesi, Indonesia', 'global_code': '6QH6FRPQ+3F'}",3.7,ChIJKxmAoBV1hzIR4Xn6mFniraE,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",231.0,"Jalan Wakeke No.12-14, Wenang Utara",,
CLOSED_TEMPORARILY,"{'location': {'lat': 1.3978382, 'lng': 124.6446233}, 'viewport': {'northeast': {'lat': 1.399193280291502, 'lng': 124.6459710802915}, 'southwest': {'lat': 1.396495319708498, 'lng': 124.6432731197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Janji Laut Resort,,"[{'height': 1500, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111088795682409192349"">Janji Laut Dive Resort</a>'], 'photo_reference': 'AUGGfZmjxLDeiMzGTAA_THvcSDoDmHa-dKgY-LLU98DMOsvdo9ZkRSwJUVFIqtzO_RvrjN4PMtnnfhA-G-GxYiBvwKGdixHoX1VyM063xxFpQWPFjQ9dkcLf63_1FS1np78SS117Ynv8JweZJa4gzv_BZQi7xxuLh5mtQBERDapbqXN5OtO2', 'width': 2000}]",ChIJRxWSK-J6hzIRKFMOEm9UjEs,"{'compound_code': '9JXV+4R Ranowangko, Minahasa Regency, North Sulawesi, Indonesia', 'global_code': '6QH69JXV+4R'}",4.3,ChIJRxWSK-J6hzIRKFMOEm9UjEs,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",75.0,"Jl. Sampelang, RT.00/RW.01, Ranowangko",True,
OPERATIONAL,"{'location': {'lat': 1.5322069, 'lng': 124.8393802}, 'viewport': {'northeast': {'lat': 1.533527980291502, 'lng': 124.8407635802915}, 'southwest': {'lat': 1.530830019708498, 'lng': 124.8380656197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Nusantara Dian Centre. PT (NDC Resort ),,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108371574436912669859"">sp barus</a>'], 'photo_reference': 'AUGGfZmyQNpkCKg3wSCUqkRFkrjokgWMmsO0B4w5lq5OWcfZfiYYtaNiGxcV7k-aGjDHK4EnXuydLSPGug6_Hb2vvVuqWvVt99fnGRyt74aOMoOcOrJw8VmItGMaC2cgOp0Qkj8s3csmGBcPSOqsVoUL5ssqx37GS67naXOjgyBHVjSfj27Y', 'width': 2252}]",ChIJOb67kBGfhzIR14It7dnyWZk,"{'compound_code': 'GRJQ+VQ Molas, Manado City, North Sulawesi, Indonesia', 'global_code': '6QH6GRJQ+VQ'}",4.4,ChIJOb67kBGfhzIR14It7dnyWZk,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",538.0,"JL Raya Molas, Jalan Lingkungan 4, Molas",,
OPERATIONAL,"{'location': {'lat': 1.4946205, 'lng': 124.8387046}, 'viewport': {'northeast': {'lat': 1.496020180291502, 'lng': 124.8400686802915}, 'southwest': {'lat': 1.493322219708498, 'lng': 124.8373707197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Marina Hotel - Manado,,"[{'height': 1872, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107535028859326398836"">Syandra Wuisan</a>'], 'photo_reference': 'AUGGfZmfK7-N045oZ4qX8kbzqsfv7P5LZZkr9ldTshlyPjMCneVvLxoFt8HYIa9afHtbK2AdCyvUhrgbsqOhu5Jum-JqadnWDEb4Egd9w6gjLu4csVxclgmyK-SJsr8IDOFUQ66tr4a6N5H8GL8cFxJUGDYBthXKXBHbuRSWGh8CTHnEzr-q', 'width': 3328}]",ChIJkyxLVkZ1hzIR1o0nkBmfPr8,"{'compound_code': 'FRVQ+RF North Wenang, Manado City, North Sulawesi, Indonesia', 'global_code': '6QH6FRVQ+RF'}",4.2,ChIJkyxLVkZ1hzIR1o0nkBmfPr8,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",313.0,"Komplek Kapal Cepat No. 4 - 8, Jl. Pelabuhan 1",,
OPERATIONAL,"{'location': {'lat': 1.55998, 'lng': 124.8149472}, 'viewport': {'northeast': {'lat': 1.561337130291502, 'lng': 124.8163398302915}, 'southwest': {'lat': 1.558639169708498, 'lng': 124.8136418697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Thalassa Dive & Wellbeing Resort Manado,,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103266935341790127108"">Thalassa Dive &amp; Wellbeing Resort Manado</a>'], 'photo_reference': 'AUGGfZkljXnTDhmF5fejNWScebwqRGzZXXA7DvO0rlcX61AoYtnIWX31wto5MTsp2zbUM7hEDhCD62BRJYVpQSd0r6AiMKhTe8H3E9v1rNHjveW9gUDhaGnJ5uG71nfnfQTZ8Bl1LN2yzHFVDcIAgJYrlhf8uWy6E-X6m0h34VaLyTl9pd6T', 'width': 2880}]",ChIJh1pBJKefhzIRCA_DBfpbXyE,"{'compound_code': 'HR57+XX Tongkeina, Manado City, North Sulawesi, Indonesia', 'global_code': '6QH6HR57+XX'}",4.6,ChIJh1pBJKefhzIRCA_DBfpbXyE,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",218.0,"Jl Raya, Tongkeina",,
CLOSED_TEMPORARILY,"{'location': {'lat': 1.4846967, 'lng': 125.2382988}, 'viewport': {'northeast': {'lat': 1.486043030291502, 'lng': 125.2396534802915}, 'southwest': {'lat': 1.483345069708498, 'lng': 125.2369555197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,"Dabirahe Dive, Spa and Leisure Resort - Lembeh",,"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100862050889338387178"">Jeriel Damond</a>'], 'photo_reference': 'AUGGfZnaV9-YKMX20luUoyA2IuR__zGV1uOC5zAzcggxOy-tfXLE_WQOaGV8u2Zd8FoK5-VYEecHWOK4esdhyX1OKO92cvFj3q5Jfp7YWlmKHzwckA5Lkr-IjIHRsfX9Bkm0iiEvazMyUCHA1JUS590daSRQThou238yQ_P5CIef6xb9_oAj', 'width': 4000}]",ChIJCyQMXpP_hjIRXv6nWK2PmXI,,4.4,ChIJCyQMXpP_hjIRXv6nWK2PmXI,GOOGLE,"['lodging', 'point_of_interest', 'establishment']",140.0,"F6MQ+V8F, Makawidey",True,
OPERATIONAL,"{'location': {'lat': 1.4681564, 'lng': 124.9196479}, 'viewport': {'northeast': {'lat': 1.469564030291502, 'lng': 124.9211606302915}, 'southwest': {'lat': 1.466866069708498, 'lng': 124.9184626697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Sutan Raja Hotel Manado,{'open_now': True},"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107837749086968687119"">Tito Penjelajah</a>'], 'photo_reference': 'AUGGfZl08lvfJMwtp_IVMztFPlvdV-Oc7pJPmuzbFibs0O407EdfUWsaCwbtOYHqNA1MXQFaTai-9KiSo08BcuG5iMY3wNhp1dZTK-EIoY0SIfXO7qqk4mb62a88-yULpeg9BHuoPIxa___Ps1pr1lyeg4sABR_Zyy_W5zRj3mSzjpnRESnp', 'width': 4000}]",ChIJMZWC2LILhzIRiXWcoaP7qto,"{'compound_code': 'FW99+7V Watutumou, North Minahasa Regency, North Sulawesi, Indonesia', 'global_code': '6QH6FW99+7V'}",4.2,ChIJMZWC2LILhzIRiXWcoaP7qto,GOOGLE,"['lodging', 'night_club', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",3796.0,"Jalan Raya Manado - Bitung, Watutumou",,
OPERATIONAL,"{'location': {'lat': 1.3303167, 'lng': 124.8389698}, 'viewport': {'northeast': {'lat': 1.331614380291502, 'lng': 124.8401368302915}, 'southwest': {'lat': 1.328916419708498, 'lng': 124.8374388697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Sineleyan Restaurant,{'open_now': True},"[{'height': 1816, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108505517029173686217"">Rexi Kawuwung</a>'], 'photo_reference': 'AUGGfZlI6RE1RodiBDyMqFnLBCSJIt_F-PV3c9JiDwOd8KMVUtU4wPnnF1Q8jAeqHbuNGQcKlqcGLA-MTCFT2ZQvL1L2gKSnOBo6_dpiEco6Xpi8FuLpsNVfgg8Ol4x7-xF9b3nrkJi0OQLtm6S3E6YUyEbNUF5yFscRqKLlnQODLVdy3Tgi', 'width': 4032}]",ChIJO9XZXepshzIRorVQK-jjnNY,,4.3,ChIJO9XZXepshzIRorVQK-jjnNY,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",375.0,"8RJQ+4HH, Jalan Raya Tomohon, Talete Satu",,2.0
OPERATIONAL,"{'location': {'lat': 1.3699866, 'lng': 124.8343812}, 'viewport': {'northeast': {'lat': 1.371372480291502, 'lng': 124.8356960302915}, 'southwest': {'lat': 1.368674519708498, 'lng': 124.8329980697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Mountain View Resort & Spa - where travelers meet travelers,{'open_now': True},"[{'height': 6000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101001115557929187242"">Riley Ririn</a>'], 'photo_reference': 'AUGGfZmGe-bpWO4ZIkS80gWOB5ZA9aToFdWIudlZ3tL7LyPtYdHD29N19hnXnlD5ro-3yWNuvvcSMR33hG6tSTFNK8fBYHqCQ9UmcNni1HxIsV6RaQshJFil4tMVksTCzvwXdVa7QeoOhgqonbBZN1PT_FCkj9R1PgGHq93sUny7BieHdlgQ', 'width': 8000}]",ChIJ3z28K2RthzIRWv79m4QeS6A,"{'compound_code': '9R9M+XQ Kinilow, Tomohon City, North Sulawesi, Indonesia', 'global_code': '6QH69R9M+XQ'}",4.0,ChIJ3z28K2RthzIRWv79m4QeS6A,GOOGLE,"['travel_agency', 'spa', 'lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",190.0,"Jalan Kali - Qnilow, Lingkungan VI, Kinilow",,
OPERATIONAL,"{'location': {'lat': 1.4395169, 'lng': 125.1258361}, 'viewport': {'northeast': {'lat': 1.440896480291502, 'lng': 125.1271642302915}, 'southwest': {'lat': 1.438198519708498, 'lng': 125.1244662697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Rm. Glory,{'open_now': True},"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117855787942755280823"">Juliyanto Chen</a>'], 'photo_reference': 'AUGGfZkxtZ-OkKhfASTeGKjD5oTon3YM_gjTekRhWruUbCvp1jvURtHGRidT9XqfqivIEWnJdN1sHUGK1iW5cq-HAwxbtfbuBU5vGAJ2QqGkEGiT2DH5cW5p5axTciVMlY4UWxSZMTJOR6XSBmU58IUaI8cNX7eInTptenR05T9u_1x5M2ti', 'width': 4032}]",ChIJzafIuKwGhzIRfTHOS91-t40,,4.4,ChIJzafIuKwGhzIRfTHOS91-t40,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",211.0,"C4QG+R84, Jalan Raya, Girian Indah",,2.0
OPERATIONAL,"{'location': {'lat': 1.4906481, 'lng': 124.8436994}, 'viewport': {'northeast': {'lat': 1.491988780291502, 'lng': 124.8451395802915}, 'southwest': {'lat': 1.489290819708498, 'lng': 124.8424416197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/lodging-71.png,#909CE1,https://maps.gstatic.com/mapfiles/place_api/icons/v2/hotel_pinlet,Griya Sintesa Hotel,{'open_now': True},"[{'height': 1932, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110279567604957637156"">Pohon Kenari</a>'], 'photo_reference': 'AUGGfZmOgnn-uB8CEbsVrZPcFmLF1fohdts1UH2MuiOGoCYwcV-o30VFdtByhjYvRoAFe0zTGEEX7wSkX5o-xBjBYb36vB6qe7dRtRQgJDX4KyChg3WKQ4iPnMjuS4lspcgRIx6PRlM8tsM6uVf6f561YNJIUY67j5zbzSLWXfs_f_-_eOId', 'width': 2576}]",ChIJZzNee0F1hzIR8vDrTJtsEwE,"{'compound_code': 'FRRV+7F Pinaesaan, Manado City, North Sulawesi, Indonesia', 'global_code': '6QH6FRRV+7F'}",4.3,ChIJZzNee0F1hzIR8vDrTJtsEwE,GOOGLE,"['cafe', 'lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",451.0,"Jalan Doktor Sutomo, Pinaesaan",,
OPERATIONAL,"{'location': {'lat': 1.3487392, 'lng': 124.8996314}, 'viewport': {'northeast': {'lat': 1.350069130291502, 'lng': 124.9009403802915}, 'southwest': {'lat': 1.347371169708498, 'lng': 124.8982424197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Nuansa Alam Ranosaut,{'open_now': True},"[{'height': 720, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115014003507565390916"">Mila Mommydaveolshop</a>'], 'photo_reference': 'AUGGfZmBsc8KFdociWTSwHFl8EMceJT6WJwKY4sQZAywa1PtKe6xOla1XYx0OrMiXcxyVlIoJKoVDtKLtpWxfbp0QEcAYh7scl3SjOWpTUR__f2GEDvLU_FqzoeL7wZauURxeLmUGnWUKRqtn6H-CMylcdABTrICMWwJvmi09afWL8AJ2K-b', 'width': 1280}]",ChIJMakFS_oShzIREFBmPczkNVg,,4.5,ChIJMakFS_oShzIREFBmPczkNVg,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",276.0,"8VXX+FVR, Jalan Raya Tondano, Suluan",,
OPERATIONAL,"{'location': {'lat': 1.3857051, 'lng': 124.8337271}, 'viewport': {'northeast': {'lat': 1.387121030291502, 'lng': 124.8350048302915}, 'southwest': {'lat': 1.384423069708498, 'lng': 124.8323068697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Heng Mien Restaurant,{'open_now': True},"[{'height': 3000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115213515155997771196"">Siska Juana I.</a>'], 'photo_reference': 'AUGGfZlLRrMVS81c6HfZIjUfeU81-6BJZT_W5lIC8t0yptdJABOJDf_vVnbb6oWGTv57h2Gxr2bVTXLuW-GXkliOfkZNDz0uUxIMp64G0hbFt60MrqMXLpVP4L9AK9bLAzB1EwXjth-cAr9i4HYhNjFRMptQcGJQmCXAus088g9b9YhVKQvz', 'width': 4000}]",ChIJTy9LIpFyhzIRHTAUDr0uUi0,,4.4,ChIJTy9LIpFyhzIRHTAUDr0uUi0,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",1101.0,"9RPM+7FQ, Jalan Raya Manado Tomohon, Tinoor Satu",,1.0
OPERATIONAL,"{'location': {'lat': 1.4701251, 'lng': 124.8312149}, 'viewport': {'northeast': {'lat': 1.471485280291502, 'lng': 124.8325417802915}, 'southwest': {'lat': 1.468787319708498, 'lng': 124.8298438197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Ta Wan - Manado Town Square,{'open_now': True},"[{'height': 1704, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114861045509243639102"">Stephany</a>'], 'photo_reference': 'AUGGfZmj4kLzKwIbpOwIRjGUZ2L8fOZ5b4lqmROPqIxMYmNzwDW2OY7RaDoDtibrVIgMiYGRVeaOeoMHgCeFYd2qy-_2AWLIqxZCRPuFXmm-SCk362spip2I-3nI9__s9ZP3_ZZV42IaeQH8kY_iDEtNvsT8l0Mf9M5Fci37dHgB_DcThBBc', 'width': 3032}]",ChIJdzdi0ht1hzIRHEVspNJrPG0,"{'compound_code': 'FRCJ+3F Sario Tumpaan, Manado City, North Sulawesi, Indonesia', 'global_code': '6QH6FRCJ+3F'}",4.3,ChIJdzdi0ht1hzIRHEVspNJrPG0,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",122.0,"Manado Town Square Lt. GF No. 27-28, Sario Tumpaan",,2.0
OPERATIONAL,"{'location': {'lat': 1.486913, 'lng': 124.8375022}, 'viewport': {'northeast': {'lat': 1.488227980291502, 'lng': 124.8389787302915}, 'southwest': {'lat': 1.485530019708498, 'lng': 124.8362807697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,KFC Mega Mall Manado,{'open_now': True},"[{'height': 820, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114386829527064074040"">Chandra Suryana Prabowo</a>'], 'photo_reference': 'AUGGfZnIUCW2s05XOTlMSzb4sRGNx0maOeWR7pikCl7wXirB23LmflqeuUyj6jSQI5MPus1sceM_GbbHi4h424_k5os6-l9TTx8Qd2U7Flk7pCpY2_ySIS2EjP5GM9b2cy_0WsZE32xaJdW1AzX3lrzMLJO9OfQbJ5FXklwTw03W4pJgQbBg', 'width': 1280}]",ChIJe3hKKkJ1hzIRWx-rCGWNZNo,"{'compound_code': 'FRPQ+Q2 North Wenang, Manado City, North Sulawesi, Indonesia', 'global_code': '6QH6FRPQ+Q2'}",4.6,ChIJe3hKKkJ1hzIRWx-rCGWNZNo,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",466.0,"Jalan SAM RATULANGI RUKO MANADO BOULEVARD CENTER, BLOK A-1",,2.0
OPERATIONAL,"{'location': {'lat': 1.4865997, 'lng': 124.8342887}, 'viewport': {'northeast': {'lat': 1.487877680291502, 'lng': 124.8356055302915}, 'southwest': {'lat': 1.485179719708498, 'lng': 124.8329075697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,KFC Kawasan Megamas Manado,{'open_now': True},"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104390442279183485093"">GM production</a>'], 'photo_reference': 'AUGGfZlsONUAoxFvFXzgt27NEKhaujmOTfnJHG5yXdL8gbDhT4TGd8Dm6-BZAUISLz5ryNBcyJf8I12VAA4J4YZTkOQUlMmXXWrlNCsAOOHqsRWLPXWBt6z-tRn-Daqt99am6uxt7qVUUtRHC-olIFVSSWca4jEavarYHx9npKXSwjpJUzrv', 'width': 4608}]",ChIJq6qquhZ1hzIRtMFX9aSnlpc,"{'compound_code': 'FRPM+JP South Wenang, Manado City, North Sulawesi, Indonesia', 'global_code': '6QH6FRPM+JP'}",4.5,ChIJq6qquhZ1hzIRtMFX9aSnlpc,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",3924.0,"Kompleks Kawasan Mega Mas, Jl. Piere Tendean, Wenang Selatan",,2.0
